stationid,date,rain
1014,202404200330,0.0
1014,202404200340,0.0
1014,202404200350,0.0
1014,202404200400,0.0
1014,202404200410,0.0
1014,202404200420,0.01
1014,202404200430,0.0
1014,202404200440,0.0
1014,202404200450,0.0
1014,202404200500,0.0
1014,202404200510,0.0
1014,202404200520,0.0
1014,202404200530,0.0
1014,202404200540,0.0
1014,202404200550,0.0
1014,202404200600,0.0
1014,202404200610,0.0
1014,202404200620,0.0
1014,202404200630,0.0
1014,202404200640,0.0
1014,202404200650,0.0
1014,202404200700,0.0
1014,202404200710,0.0
1014,202404200720,0.0
1014,202404200730,0.0
1014,202404200740,0.2
1014,202404200750,0.05
1014,202404200800,0.0
1014,202404200810,0.0
1014,202404200820,0.0
1014,202404200830,0.0
1014,202404200840,0.0
1014,202404200850,0.0
1014,202404200900,0.0
1014,202404200910,0.01
1014,202404200920,0.02
1014,202404200930,0.0
1014,202404200940,0.0
1014,202404200950,0.08
1014,202404201000,0.01
1014,202404201010,0.0
1014,202404201020,0.0
1014,202404201030,0.0
1014,202404201040,0.0
1014,202404201050,0.0
1014,202404201100,0.0
1014,202404201110,0.0
1014,202404201120,0.0
1014,202404201130,0.0
1014,202404201140,0.0
1014,202404201150,0.0
1014,202404201200,0.0
1014,202404201210,0.0
1014,202404201220,0.0
1014,202404201230,0.0
1014,202404201240,0.0
1014,202404201250,0.0
1014,202404201300,0.0
1014,202404201310,0.0
1014,202404201320,0.0
1014,202404201330,0.0
1014,202404201340,0.0
1014,202404201350,0.0
1014,202404201400,0.0
1014,202404201410,0.0
1014,202404201420,0.0
1014,202404201430,0.0
1014,202404201440,0.0
1014,202404201450,0.0
1014,202404201500,0.0
1014,202404201510,0.0
1014,202404201520,0.0
1014,202404201530,0.0
1014,202404201540,0.0
1014,202404201550,0.0
1014,202404201600,0.0
1014,202404201610,0.0
1014,202404201620,0.0
1014,202404201630,0.0
1014,202404201640,0.0
1014,202404201650,0.0
1014,202404201700,0.0
1014,202404201710,0.12
1014,202404201720,0.15
1014,202404201730,0.01
1014,202404201740,0.0
1014,202404201750,0.0
1014,202404201800,0.0
1014,202404201810,0.0
1014,202404201820,0.0
1014,202404201830,0.0
1014,202404201840,0.0
1014,202404201850,0.0
1014,202404201900,0.0
1014,202404201910,0.0
1014,202404201920,0.0
1014,202404201930,0.0
1014,202404201940,0.0
1014,202404201950,0.0
1014,202404202000,0.0
1014,202404202010,0.0
1014,202404202020,0.0
1014,202404202030,0.0
1014,202404202040,0.0
1014,202404202050,0.03
1014,202404202100,0.14
1014,202404202110,0.02
1014,202404202120,0.0
1014,202404202130,0.0
1014,202404202140,0.0
1014,202404202150,0.0
1014,202404202200,0.0
1014,202404202210,0.0
1014,202404202220,0.0
1014,202404202230,0.0
1014,202404202240,0.0
1014,202404202250,0.0
1014,202404202300,0.0
1014,202404202310,0.04
1014,202404202320,0.03
1014,202404202330,0.01
1014,202404202340,0.03
1014,202404202350,0.31
5792,202404200000,-999.0
5792,202404200010,-999.0
5792,202404200020,-999.0
5792,202404200030,-999.0
5792,202404200040,-999.0
5792,202404200050,-999.0
5792,202404200100,-999.0
5792,202404200110,-999.0
5792,202404200120,-999.0
5792,202404200130,-999.0
5792,202404200140,-999.0
5792,202404200150,-999.0
5792,202404200200,-999.0
5792,202404200210,-999.0
5792,202404200220,-999.0
5792,202404200230,-999.0
5792,202404200240,-999.0
5792,202404200250,-999.0
5792,202404200300,-999.0
5792,202404200310,-999.0
5792,202404200320,-999.0
5792,202404200330,-999.0
5792,202404200340,-999.0
5792,202404200350,-999.0
5792,202404200400,-999.0
5792,202404200410,-999.0
5792,202404200420,-999.0
5792,202404200430,-999.0
5792,202404200440,-999.0
5792,202404200450,-999.0
5792,202404200500,-999.0
5792,202404200510,-999.0
5792,202404200520,-999.0
5792,202404200530,-999.0
5792,202404200540,-999.0
5792,202404200550,-999.0
5792,202404200600,-999.0
5792,202404200610,-999.0
5792,202404200620,-999.0
5792,202404200630,-999.0
5792,202404200640,-999.0
5792,202404200650,-999.0
5792,202404200700,-999.0
5792,202404200710,-999.0
5792,202404200720,-999.0
5792,202404200730,-999.0
5792,202404200740,-999.0
5792,202404200750,-999.0
5792,202404200800,-999.0
5792,202404200810,-999.0
5792,202404200820,-999.0
5792,202404200830,-999.0
5792,202404200840,-999.0
5792,202404200850,-999.0
5792,202404200900,-999.0
5792,202404200910,-999.0
5792,202404200920,-999.0
5792,202404200930,-999.0
5792,202404200940,-999.0
5792,202404200950,-999.0
5792,202404201000,-999.0
5792,202404201010,-999.0
5792,202404201020,-999.0
5792,202404201030,-999.0
5792,202404201040,-999.0
5792,202404201050,-999.0
5792,202404201100,-999.0
5792,202404201110,-999.0
5792,202404201120,-999.0
5792,202404201130,-999.0
5792,202404201140,-999.0
5792,202404201150,-999.0
5792,202404201200,-999.0
5792,202404201210,-999.0
5792,202404201220,-999.0
5792,202404201230,-999.0
5792,202404201240,-999.0
5792,202404201250,-999.0
5792,202404201300,-999.0
5792,202404201310,-999.0
5792,202404201320,-999.0
5792,202404201330,-999.0
5792,202404201340,-999.0
5792,202404201350,-999.0
5792,202404201400,-999.0
5792,202404201410,-999.0
5792,202404201420,-999.0
5792,202404201430,-999.0
5792,202404201440,-999.0
5792,202404201450,-999.0
5792,202404201500,-999.0
5792,202404201510,-999.0
5792,202404201520,-999.0
5792,202404201530,-999.0
5792,202404201540,-999.0
5792,202404201550,-999.0
5792,202404201600,-999.0
5792,202404201610,-999.0
5792,202404201620,-999.0
5792,202404201630,-999.0
5792,202404201640,-999.0
5792,202404201650,-999.0
5792,202404201700,-999.0
5792,202404201710,-999.0
5792,202404201720,-999.0
5792,202404201730,-999.0
5792,202404201740,-999.0
5792,202404201750,-999.0
5792,202404201800,-999.0
5792,202404201810,-999.0
5792,202404201820,-999.0
5792,202404201830,-999.0
5792,202404201840,-999.0
5792,202404201850,-999.0
5792,202404201900,-999.0
5792,202404201910,-999.0
5792,202404201920,-999.0
5792,202404201930,-999.0
5792,202404201940,-999.0
5792,202404201950,-999.0
5792,202404202000,-999.0
5792,202404202010,-999.0
5792,202404202020,-999.0
5792,202404202030,-999.0
5792,202404202040,-999.0
5792,202404202050,-999.0
5792,202404202100,-999.0
5792,202404202110,-999.0
5792,202404202120,-999.0
5792,202404202130,-999.0
5792,202404202140,-999.0
5792,202404202150,-999.0
5792,202404202200,-999.0
5792,202404202210,-999.0
5792,202404202220,-999.0
5792,202404202230,-999.0
5792,202404202240,-999.0
5792,202404202250,-999.0
5792,202404202300,-999.0
5792,202404202310,-999.0
5792,202404202320,-999.0
5792,202404202330,-999.0
5792,202404202340,-999.0
5792,202404202350,-999.0
5240,202404200000,0.18
5240,202404200010,0.01
5240,202404200020,0.0
5240,202404200030,0.01
5240,202404200040,0.0
5240,202404200050,0.0
5240,202404200100,0.0
5240,202404200110,0.0
5240,202404200120,0.0
5240,202404200130,0.0
5240,202404200140,0.0
5240,202404200150,0.0
5240,202404200200,0.0
5240,202404200210,0.0
5240,202404200220,0.0
5240,202404200230,0.0
5240,202404200240,0.0
5240,202404200250,0.0
5240,202404200300,0.0
5240,202404200310,0.0
5240,202404200320,0.0
5240,202404200330,0.0
5240,202404200340,0.0
5240,202404200350,0.0
5240,202404200400,0.0
5240,202404200410,0.0
5240,202404200420,0.0
5240,202404200430,0.0
5240,202404200440,0.0
5240,202404200450,0.0
5240,202404200500,0.0
5240,202404200510,0.0
5240,202404200520,0.0
5240,202404200530,0.0
5240,202404200540,0.0
5240,202404200550,0.0
5240,202404200600,0.0
5240,202404200610,0.0
5240,202404200620,0.0
5240,202404200630,0.0
5240,202404200640,0.0
5240,202404200650,0.0
5240,202404200700,0.0
5240,202404200710,0.0
5240,202404200720,0.0
5240,202404200730,0.0
5240,202404200740,0.0
5240,202404200750,0.0
5240,202404200800,0.0
5240,202404200810,0.0
5240,202404200820,0.0
5240,202404200830,0.0
5240,202404200840,0.0
5240,202404200850,0.0
5240,202404200900,0.0
5240,202404200910,0.0
5240,202404200920,0.0
5240,202404200930,0.0
5240,202404200940,0.0
5240,202404200950,0.0
5240,202404201000,0.0
5240,202404201010,0.0
5240,202404201020,0.0
5240,202404201030,0.0
5240,202404201040,0.0
5240,202404201050,0.0
5240,202404201100,0.0
5240,202404201110,0.0
5240,202404201120,0.0
5240,202404201130,0.0
5240,202404201140,0.0
5240,202404201150,0.0
5240,202404201200,0.0
5240,202404201210,0.0
5240,202404201220,0.0
5240,202404201230,0.0
5240,202404201240,0.0
5240,202404201250,0.0
5240,202404201300,0.0
5240,202404201310,0.0
5240,202404201320,0.0
5240,202404201330,0.35
5240,202404201340,0.27
5240,202404201350,0.07
5240,202404201400,0.0
5240,202404201410,0.0
5240,202404201420,0.0
5240,202404201430,0.0
5240,202404201440,0.0
5240,202404201450,0.0
5240,202404201500,0.0
5240,202404201510,0.02
5240,202404201520,0.0
5240,202404201530,0.52
5240,202404201540,0.02
5240,202404201550,0.0
5240,202404201600,0.24
5240,202404201610,0.72
5240,202404201620,0.38
5240,202404201630,0.05
5240,202404201640,0.19
5240,202404201650,0.01
5240,202404201700,0.0
5240,202404201710,0.0
5240,202404201720,0.0
5240,202404201730,0.0
5240,202404201740,0.0
5240,202404201750,0.0
5240,202404201800,0.0
5240,202404201810,0.0
5240,202404201820,0.0
5240,202404201830,0.0
5240,202404201840,0.0
5240,202404201850,0.0
5240,202404201900,0.0
5240,202404201910,0.0
5240,202404201920,0.0
5240,202404201930,0.0
5240,202404201940,0.0
5240,202404201950,0.0
5240,202404202000,0.0
5240,202404202010,0.0
5240,202404202020,0.0
5240,202404202030,0.0
5240,202404202040,0.0
5240,202404202050,0.01
5240,202404202100,0.01
5240,202404202110,0.0
5240,202404202120,0.0
5240,202404202130,0.0
5240,202404202140,0.0
5240,202404202150,0.0
5240,202404202200,0.0
5240,202404202210,0.0
5240,202404202220,0.0
5240,202404202230,0.0
5240,202404202240,0.0
5240,202404202250,0.0
5240,202404202300,0.02
5240,202404202310,0.15
5240,202404202320,0.11
5240,202404202330,0.05
5240,202404202340,0.0
5240,202404202350,0.02
5424,202404200000,0.01
5424,202404200010,0.04
5424,202404200020,0.13
5424,202404200030,0.03
5424,202404200040,0.01
5424,202404200050,0.11
5424,202404200100,0.12
5424,202404200110,0.03
5424,202404200120,0.0
5424,202404200130,0.05
5424,202404200140,0.03
5424,202404200150,0.04
5424,202404200200,0.06
5424,202404200210,0.04
5424,202404200220,0.13
5424,202404200230,0.09
5424,202404200240,0.12
5424,202404200250,0.07
5424,202404200300,0.08
5424,202404200310,0.04
5424,202404200320,0.0
5424,202404200330,0.0
5424,202404200340,0.0
5424,202404200350,0.0
5424,202404200400,0.0
5424,202404200410,0.0
5424,202404200420,0.0
5424,202404200430,0.0
5424,202404200440,0.01
5424,202404200450,0.02
5424,202404200500,0.1
5424,202404200510,0.02
5424,202404200520,0.09
5424,202404200530,0.23
5424,202404200540,0.07
5424,202404200550,0.33
5424,202404200600,0.18
5424,202404200610,0.01
5424,202404200620,0.0
5424,202404200630,0.0
5424,202404200640,0.0
5424,202404200650,0.0
5424,202404200700,0.0
5424,202404200710,0.0
5424,202404200720,0.01
5424,202404200730,0.04
5424,202404200740,0.32
5424,202404200750,0.2
5424,202404200800,0.0
5424,202404200810,0.0
5424,202404200820,0.0
5424,202404200830,0.0
5424,202404200840,0.0
5424,202404200850,0.0
5424,202404200900,0.0
5424,202404200910,0.0
5424,202404200920,0.0
5424,202404200930,0.0
5424,202404200940,0.0
5424,202404200950,0.0
5424,202404201000,0.0
5424,202404201010,0.0
5424,202404201020,0.0
5424,202404201030,0.0
5424,202404201040,0.0
5424,202404201050,0.0
5424,202404201100,0.0
5424,202404201110,0.0
5424,202404201120,0.0
5424,202404201130,0.0
5424,202404201140,0.0
5424,202404201150,0.0
5424,202404201200,0.0
5424,202404201210,0.0
5424,202404201220,0.17
5424,202404201230,0.47
5424,202404201240,0.12
5424,202404201250,0.0
5424,202404201300,0.0
5424,202404201310,0.0
5424,202404201320,0.0
5424,202404201330,0.0
5424,202404201340,0.0
5424,202404201350,0.0
5424,202404201400,0.0
5424,202404201410,0.0
5424,202404201420,0.0
5424,202404201430,0.0
5424,202404201440,0.0
5424,202404201450,0.0
5424,202404201500,0.0
5424,202404201510,0.0
5424,202404201520,0.0
5424,202404201530,0.0
5424,202404201540,-999.0
5424,202404201550,-999.0
5424,202404201600,-999.0
5424,202404201610,-999.0
5424,202404201620,-999.0
5424,202404201630,-999.0
5424,202404201640,-999.0
5424,202404201650,-999.0
5424,202404201700,-999.0
5424,202404201710,-999.0
5424,202404201720,-999.0
5424,202404201730,-999.0
5424,202404201740,-999.0
5424,202404201750,-999.0
5424,202404201800,-999.0
5424,202404201810,-999.0
5424,202404201820,-999.0
5424,202404201830,-999.0
5424,202404201840,-999.0
5424,202404201850,-999.0
5424,202404201900,-999.0
5424,202404201910,-999.0
5424,202404201920,-999.0
5424,202404201930,-999.0
5424,202404201940,-999.0
5424,202404201950,-999.0
5424,202404202000,-999.0
5424,202404202010,-999.0
5424,202404202020,-999.0
5424,202404202030,-999.0
5424,202404202040,-999.0
5424,202404202050,-999.0
5424,202404202100,-999.0
5424,202404202110,-999.0
5424,202404202120,-999.0
5424,202404202130,-999.0
5424,202404202140,-999.0
5424,202404202150,-999.0
5424,202404202200,-999.0
5424,202404202210,-999.0
5424,202404202220,-999.0
5424,202404202230,-999.0
5424,202404202240,-999.0
5424,202404202250,-999.0
5424,202404202300,-999.0
5424,202404202310,-999.0
5424,202404202320,-999.0
5424,202404202330,-999.0
5424,202404202340,-999.0
5424,202404202350,-999.0
4755,202404200000,0.09
4755,202404200010,0.0
4755,202404200020,0.0
4755,202404200030,0.01
4755,202404200040,0.0
4755,202404200050,0.06
4755,202404200100,0.0
4755,202404200110,0.18
4755,202404200120,0.18
4755,202404200130,0.01
4755,202404200140,0.0
4755,202404200150,0.18
4755,202404200200,0.05
4755,202404200210,0.01
4755,202404200220,0.0
4755,202404200230,0.01
4755,202404200240,0.01
4755,202404200250,0.04
4755,202404200300,0.03
4755,202404200310,0.08
4755,202404200320,0.18
4755,202404200330,0.09
4755,202404200340,0.1
4755,202404200350,0.09
4755,202404200400,0.05
4755,202404200410,0.18
4755,202404200420,0.11
4755,202404200430,0.03
4755,202404200440,0.29
4755,202404200450,0.13
4755,202404200500,0.23
4755,202404200510,0.07
4755,202404200520,0.2
4755,202404200530,0.08
4755,202404200540,0.01
4755,202404200550,0.09
4755,202404200600,0.15
4755,202404200610,0.12
4755,202404200620,0.23
4755,202404200630,0.03
4755,202404200640,0.04
4755,202404200650,0.02
4755,202404200700,0.02
4755,202404200710,0.05
4755,202404200720,0.02
4755,202404200730,0.06
4755,202404200740,0.05
4755,202404200750,0.04
4755,202404200800,0.01
4755,202404200810,0.05
4755,202404200820,0.01
4755,202404200830,0.0
4755,202404200840,0.02
4755,202404200850,0.03
4755,202404200900,0.12
4755,202404200910,0.02
4755,202404200920,0.0
4755,202404200930,0.0
4755,202404200940,0.0
4755,202404200950,0.0
4755,202404201000,0.0
4755,202404201010,0.01
4755,202404201020,0.0
4755,202404201030,0.0
4755,202404201040,0.0
4755,202404201050,0.0
4755,202404201100,0.0
4755,202404201110,0.01
4755,202404201120,0.0
4755,202404201130,0.0
4755,202404201140,0.0
4755,202404201150,0.0
4755,202404201200,0.0
4755,202404201210,0.0
4755,202404201220,0.0
4755,202404201230,0.0
4755,202404201240,0.02
4755,202404201250,0.01
4755,202404201300,0.0
4755,202404201310,0.0
4755,202404201320,0.0
4755,202404201330,0.0
4755,202404201340,0.0
4755,202404201350,0.39
4755,202404201400,0.03
4755,202404201410,0.13
4755,202404201420,0.01
4755,202404201430,0.01
4755,202404201440,0.0
4755,202404201450,0.0
4755,202404201500,0.0
4755,202404201510,0.0
4755,202404201520,0.0
4755,202404201530,0.02
4755,202404201540,0.0
4755,202404201550,0.0
4755,202404201600,0.0
4755,202404201610,0.0
4755,202404201620,0.0
4755,202404201630,0.0
4755,202404201640,0.0
4755,202404201650,0.0
4755,202404201700,0.0
4755,202404201710,0.0
4755,202404201720,0.0
4755,202404201730,0.0
4755,202404201740,0.0
4755,202404201750,0.0
4755,202404201800,0.0
4755,202404201810,0.0
4755,202404201820,0.0
4755,202404201830,0.0
4755,202404201840,0.0
4755,202404201850,0.0
4755,202404201900,0.0
4755,202404201910,0.0
4755,202404201920,0.0
4755,202404201930,0.0
4755,202404201940,0.0
4755,202404201950,0.0
4755,202404202000,0.0
4755,202404202010,0.0
4755,202404202020,0.0
4755,202404202030,0.0
4755,202404202040,0.0
4755,202404202050,0.0
4755,202404202100,0.0
4755,202404202110,0.0
4755,202404202120,0.0
4755,202404202130,0.0
4755,202404202140,0.0
4755,202404202150,0.0
4755,202404202200,0.0
4755,202404202210,0.0
4755,202404202220,0.0
4755,202404202230,0.0
4755,202404202240,0.0
4755,202404202250,0.0
4755,202404202300,0.0
4755,202404202310,0.0
4755,202404202320,0.0
